ID,Latitude,Longitude
99,30.443647,111.844081
100,30.443647,111.844081
101,30.816663,107.7
102,30.816663,107.7
103,38.300832,115.429704
104,38.300832,115.429704
105,37.767413,115.842471
106,37.767413,115.842471
107,37.312964,116.231238
108,37.312964,116.231238
109,38.275892,109.543635
110,38.275892,109.543635
111,36.305909,119.989558
112,36.305909,119.989558
113,42.4053,88.6061
114,42.4053,88.6061
115,28.05569,115.557216
116,28.05569,115.557216
117,28.688322,115.907888
118,28.688322,115.907888
119,23.729858,113.407374
120,23.729858,113.407374
121,44.096995,80.474115
122,44.096995,80.474115
123,44.259239,86.060754
124,44.259239,86.060754
125,44.259239,86.060754
126,44.259239,86.060754
127,44.00443,87.309867
128,44.00443,87.309867
129,44.00443,87.309867
130,44.00443,87.309867
131,37.462613,105.140814
132,37.462613,105.140814
133,34.262417,108.920148
134,34.262417,108.920148
135,28.688322,115.907888
136,28.688322,115.907888
137,25.855186,114.947704
138,25.855186,114.947704
139,35.500974,112.835695
140,35.500974,112.835695
141,35.500974,112.835695
142,35.500974,112.835695
143,34.774901,114.342326
144,34.774901,114.342326
145,34.774901,114.342326
146,34.774901,114.342326
147,39.31667,116.483339
148,39.31667,116.483339
149,39.714976,117.310588
150,39.714976,117.310588
151,30.286357,108.015634
152,30.286357,108.015634
153,30.27455,108.907684
154,30.27455,108.907684
155,30.288883,109.479161
156,30.288883,109.479161
157,30.600029,110.483386
158,30.600029,110.483386
159,30.710431,111.309794
160,30.710431,111.309794
161,30.421029,111.752945
162,30.421029,111.752945
163,30.403803,112.881619
164,30.403803,112.881619
165,30.569939,114.21897
166,30.569939,114.21897
167,30.075165,115.938461
168,30.075165,115.938461
169,30.528356,117.025654
170,30.528356,117.025654
171,30.660812,117.491489
172,30.660812,117.491489
173,30.944217,119.088029
174,30.944217,119.088029
175,30.860896,120.087823
176,30.860896,120.087823
177,33.724926,113.299867
178,33.724926,113.299867
179,34.516669,113.833341
180,34.516669,113.833341
181,44.418311,84.901937
182,44.418311,84.901937
183,41.474911,84.206964
184,41.474911,84.206964
185,38.277755,109.589523
186,38.277755,109.589523
187,37.792352,111.218713
188,37.792352,111.218713
189,39.113506,121.82605
190,39.113506,121.82605
191,41.191162,122.769827
192,41.191162,122.769827
193,34.771284,111.183154
194,34.771284,111.183154
195,34.302552,112.287806
196,34.302552,112.287806
197,33.724926,113.299867
198,33.724926,113.299867
199,32.926811,112.519786
200,32.926811,112.519786
201,36.198208,116.923997
202,36.198208,116.923997
203,36.198208,116.923997
204,36.198208,116.923997
205,31.716202,113.379816
206,31.716202,113.379816
207,29.736564,116.060033
208,29.736564,116.060033
209,35.425808,119.436215
210,35.425808,119.436215
211,32.526833,121.418939
212,32.526833,121.418939
213,32.425609,121.295793
214,32.425609,121.295793
215,31.979997,120.894325
216,31.979997,120.894325
217,32.369661,120.575669
218,32.369661,120.575669
219,32.178811,120.05075
220,32.178811,120.05075
221,38.300832,115.429704
222,38.300832,115.429704
223,40.792086,111.701788
224,40.792086,111.701788
225,40.792086,111.701788
226,40.792086,111.701788
227,41.020438,113.097336
228,41.020438,113.097336
229,41.020438,113.097336
230,41.020438,113.097336
231,40.79788,114.886448
232,40.79788,114.886448
233,31.668542,120.134909
234,31.668542,120.134909
235,39.754061,118.105159
236,39.754061,118.105159
237,39.907051,119.232479
238,39.907051,119.232479
239,40.01333,119.532116
240,40.01333,119.532116
241,41.375733,121.781524
242,41.375733,121.781524
243,36.331275,117.612003
244,36.331275,117.612003
245,36.353524,117.956737
246,36.353524,117.956737
247,36.378987,118.624751
248,36.378987,118.624751
249,36.065782,111.506439
250,36.065782,111.506439
251,35.68822,112.174915
252,35.68822,112.174915
253,36.864501,110.092301
254,36.864501,110.092301
255,36.359722,111.18
256,36.359722,111.18
257,37.462613,105.140814
258,37.462613,105.140814
259,29.817833,115.585
260,29.817833,115.585
261,29.384,115.717778
262,29.384,115.717778
263,28.05569,115.557216
264,28.05569,115.557216
265,27.101494,114.973066
266,27.101494,114.973066
267,26.618111,114.625066
268,26.618111,114.625066
269,26.500417,114.603611
270,26.500417,114.603611
271,38.097086,110.483845
272,38.097086,110.483845
273,38.164584,113.356683
274,38.164584,113.356683
275,38.035226,114.507331
276,38.035226,114.507331
277,38.300832,115.429704
278,38.300832,115.429704
279,37.935833,110.989444
280,37.935833,110.989444
281,38.315,119.6275
282,38.315,119.6275
283,38.552558,119.053878
284,38.552558,119.053878
285,38.570644,118.851091
286,38.570644,118.851091
287,38.606795,118.445741
288,38.606795,118.445741
289,39.568166,113.027211
290,39.568166,113.027211
291,38.958669,121.883972
292,38.958669,121.883972
293,40.692448,122.439346
294,40.692448,122.439346
295,27.804489,114.928001
296,27.804489,114.928001
297,27.796472,114.395358
298,27.796472,114.395358
299,32.125122,112.77465
300,32.125122,112.77465
301,30.881478,114.376125
302,30.881478,114.376125
303,30.881478,114.376125
304,30.881478,114.376125
305,32.497614,118.402999
306,32.497614,118.402999
307,32.502222,117.674444
308,32.502222,117.674444
309,44.00443,87.309867
310,44.00443,87.309867
311,37.462613,105.140814
312,37.462613,105.140814
313,34.329564,108.709003
314,34.329564,108.709003
315,34.254599,108.948487
316,34.254599,108.948487
317,32.926811,112.519786
318,32.926811,112.519786
319,32.038687,112.1342
320,32.038687,112.1342
321,37.599256,108.794086
322,37.599256,108.794086
323,36.585425,109.489636
324,36.585425,109.489636
325,34.896747,108.945142
326,34.896747,108.945142
327,34.526753,108.842566
328,34.526753,108.842566
329,42.963705,89.20359
330,42.963705,89.20359
331,41.474911,84.206964
332,41.474911,84.206964
333,32.405278,119.334935
334,32.405278,119.334935
335,35.41,116.586389
336,35.41,116.586389
337,35.229722,115.481944
338,35.229722,115.481944
339,37.594806,108.799289
340,37.594806,108.799289
341,37.575457,108.036741
342,37.575457,108.036741
343,36.619896,108.578346
344,36.619896,108.578346
345,33.516123,118.986745
346,33.516123,118.986745
347,31.031476,112.192527
348,31.031476,112.192527
349,27.618276,113.857595
350,27.618276,113.857595
351,27.101494,114.973066
352,27.101494,114.973066
353,25.855186,114.947704
354,25.855186,114.947704
355,25.09487,117.029207
356,25.09487,117.029207
357,24.521214,117.675894
358,24.521214,117.675894
359,24.89862,118.581497
360,24.89862,118.581497
361,20.399168,94.962076
362,20.399168,94.962076
363,21.259276,95.460136
364,21.259276,95.460136
365,21.700175,96.119676
366,21.700175,96.119676
367,22.149821,96.609433
368,22.149821,96.609433
369,37.225672,111.78203
370,37.225672,111.78203
371,37.152955,112.154591
372,37.152955,112.154591
373,36.837359,112.864431
374,36.837359,112.864431
375,36.502367,113.386983
376,36.502367,113.386983
377,36.928832,116.817558
378,36.928832,116.817558
379,36.959312,118.098214
380,36.959312,118.098214
381,37.055481,118.585906
382,37.055481,118.585906
383,23.373772,112.747673
384,23.373772,112.747673
385,23.394797,112.297916
386,23.394797,112.297916
387,23.254026,111.297562
388,23.254026,111.297562
389,31.401672,108.000456
390,31.401672,108.000456
391,31.415197,106.796258
392,31.415197,106.796258
393,31.257571,105.987664
394,31.257571,105.987664
395,31.257571,105.987664
396,31.257571,105.987664
397,43.489696,91.474598
398,43.489696,91.474598
399,37.476429,104.497897
400,37.476429,104.497897
401,35.76479,106.683223
402,35.76479,106.683223
403,34.433653,112.409308
404,34.433653,112.409308
405,32.116381,112.808641
406,32.116381,112.808641
407,31.175333,112.596624
408,31.175333,112.596624
409,31.031794,113.137533
410,31.031794,113.137533
411,30.403378,112.896424
412,30.403378,112.896424
413,29.814089,112.912662
414,29.814089,112.912662
415,29.358118,113.121744
416,29.358118,113.121744
417,28.221545,112.955129
418,28.221545,112.955129
419,27.824278,113.140596
420,27.824278,113.140596
421,26.880532,112.573832
422,26.880532,112.573832
423,25.770332,113.008365
424,25.770332,113.008365
425,31.539008,107.794385
426,31.539008,107.794385
427,31.563563,107.100469
428,31.563563,107.100469
429,32.322277,105.96273
430,32.322277,105.96273
431,27.622767,113.854556
432,27.622767,113.854556
433,27.815619,114.416775
434,27.815619,114.416775
435,27.817819,114.917411
436,27.817819,114.917411
437,28.028281,115.544033
438,28.028281,115.544033
439,28.028281,115.544033
440,28.028281,115.544033
441,27.949217,116.358183
442,27.949217,116.358183
443,27.949217,116.358183
444,27.949217,116.358183
445,28.260189,117.069203
446,28.260189,117.069203
447,28.260189,117.069203
448,28.260189,117.069203
449,28.454864,117.943433
450,28.454864,117.943433
451,28.454864,117.943433
452,28.454864,117.943433
453,27.949217,116.358183
454,27.949217,116.358183
455,27.949217,116.358183
456,27.949217,116.358183
457,27.569678,116.637039
458,27.569678,116.637039
459,27.569678,116.637039
460,27.569678,116.637039
461,27.282333,116.907681
462,27.282333,116.907681
463,27.282333,116.907681
464,27.282333,116.907681
465,27.340328,117.492533
466,27.340328,117.492533
467,27.340328,117.492533
468,27.340328,117.492533
469,26.900258,117.175739
470,26.900258,117.175739
471,26.900258,117.175739
472,26.900258,117.175739
473,26.728953,117.471372
474,26.728953,117.471372
475,26.728953,117.471372
476,26.728953,117.471372
477,26.391969,117.815489
478,26.391969,117.815489
479,26.391969,117.815489
480,26.391969,117.815489
481,35.762142,115.029331
482,35.762142,115.029331
483,35.762142,115.029331
484,35.762142,115.029331
485,35.762142,115.029331
486,35.762142,115.029331
487,35.762142,115.029331
488,35.762142,115.029331
489,43.980089,81.172597
490,43.980089,81.172597
491,43.980089,81.172597
492,43.980089,81.172597
493,44.418311,84.901937
494,44.418311,84.901937
495,44.418311,84.901937
496,44.418311,84.901937
497,39.732108,98.502308
498,39.732108,98.502308
499,39.732108,98.502308
500,39.732108,98.502308
501,38.750817,101.100625
502,38.750817,101.100625
503,38.750817,101.100625
504,38.750817,101.100625
505,37.898064,102.614949
506,37.898064,102.614949
507,37.898064,102.614949
508,37.898064,102.614949
509,50.312845,127.568681
510,50.312845,127.568681
511,50.312845,127.568681
512,50.312845,127.568681
513,43.239511,116.747786
514,43.239511,116.747786
515,40.692426,117.16387
516,40.692426,117.16387
517,39.695186,73.923244
518,39.695186,73.923244
519,39.695186,73.923244
520,39.695186,73.923244
521,39.488476,76.723737
522,39.488476,76.723737
523,39.488476,76.723737
524,39.488476,76.723737
525,40.496023,79.057903
526,40.496023,79.057903
527,40.496023,79.057903
528,40.496023,79.057903
529,41.168795,80.260629
530,41.168795,80.260629
531,41.168795,80.260629
532,41.168795,80.260629
533,42.267855,86.864682
534,42.267855,86.864682
535,42.267855,86.864682
536,42.267855,86.864682
537,42.753081,89.83247
538,42.753081,89.83247
539,42.753081,89.83247
540,42.753081,89.83247
541,37.459344,105.148153
542,37.459344,105.148153
543,37.459344,105.148153
544,37.459344,105.148153
545,35.857727,106.432489
546,35.857727,106.432489
547,35.857727,106.432489
548,35.857727,106.432489
549,35.616024,105.792016
550,35.616024,105.792016
551,35.616024,105.792016
552,35.616024,105.792016
553,34.318674,105.563193
554,34.318674,105.563193
555,34.318674,105.563193
556,34.318674,105.563193
557,33.340998,105.708519
558,33.340998,105.708519
559,33.340998,105.708519
560,33.340998,105.708519
561,32.410871,105.710753
562,32.410871,105.710753
563,32.410871,105.710753
564,32.410871,105.710753
565,31.257571,105.987664
566,31.257571,105.987664
567,31.257571,105.987664
568,31.257571,105.987664
569,30.755758,105.983719
570,30.755758,105.983719
571,30.755758,105.983719
572,30.755758,105.983719
573,30.375844,106.085031
574,30.375844,106.085031
575,30.375844,106.085031
576,30.375844,106.085031
577,29.906819,106.005699
578,29.906819,106.005699
579,29.906819,106.005699
580,29.906819,106.005699
581,29.141164,106.272808
582,29.141164,106.272808
583,29.141164,106.272808
584,29.141164,106.272808
585,27.788848,107.076428
586,27.788848,107.076428
587,27.788848,107.076428
588,27.788848,107.076428
589,26.730442,106.606232
590,26.730442,106.606232
591,26.730442,106.606232
592,26.730442,106.606232
593,25.082076,102.085991
594,25.082076,102.085991
595,25.550368,103.709088
596,25.550368,103.709088
597,26.289556,105.887013
598,26.289556,105.887013
599,26.31087,106.545828
600,26.31087,106.545828
601,26.037606,107.306346
602,26.037606,107.306346
603,24.780908,108.380569
604,24.780908,108.380569
605,24.065818,108.665519
606,24.065818,108.665519
607,23.720426,109.293758
608,23.720426,109.293758
609,23.899492,97.686894
610,23.899492,97.686894
611,24.618769,98.748653
612,24.618769,98.748653
613,25.119228,99.250938
614,25.119228,99.250938
615,25.414698,100.396338
616,25.414698,100.396338
617,25.069198,101.658345
618,25.069198,101.658345
619,35.541501,117.0451
620,35.541501,117.0451
621,35.077454,117.343867
622,35.077454,117.343867
623,34.839074,117.483226
624,34.839074,117.483226
625,34.307668,117.831584
626,34.307668,117.831584
627,33.833761,118.279973
628,33.833761,118.279973
629,32.498511,119.521671
630,32.498511,119.521671
631,30.28899,108.176596
632,30.28899,108.176596
633,36.208058,114.350879
634,36.208058,114.350879
635,36.067242,115.205789
636,36.067242,115.205789
637,36.472723,115.875139
638,36.472723,115.875139
639,36.81957,116.71338
640,36.81957,116.71338
641,44.283358,123.979536
642,44.283358,123.979536
643,44.283358,123.979536
644,44.283358,123.979536
645,39.318184,116.484205
646,39.318184,116.484205
647,39.318184,116.484205
648,39.318184,116.484205
649,36.515755,119.163041
650,36.515755,119.163041
651,43.827243,90.222773
652,43.827243,90.222773
653,43.978925,81.171949
654,43.978925,81.171949
655,41.71371,82.921524
656,41.71371,82.921524
657,41.484579,122.970763
658,41.484579,122.970763
659,46.02911,125.281468
660,46.02911,125.281468
661,44.148997,125.413616
662,44.148997,125.413616
663,43.166382,124.350577
664,43.166382,124.350577
665,42.785802,124.111093
666,42.785802,124.111093
667,42.546312,124.038277
668,42.546312,124.038277
669,42.200352,123.717185
670,42.200352,123.717185
671,42.101506,123.570299
672,42.101506,123.570299
673,31.380804,106.139539
674,31.380804,106.139539
675,35.654914,109.361464
676,35.654914,109.361464
677,34.896747,108.945142
678,34.896747,108.945142
679,34.774901,114.342326
680,34.774901,114.342326
681,37.191908,116.842939
682,37.191908,116.842939
683,37.215827,116.756958
684,37.215827,116.756958
685,38.337942,116.868411
686,38.337942,116.868411
687,39.170793,117.193976
688,39.170793,117.193976
689,32.502222,117.674444
690,32.502222,117.674444
691,31.668542,120.134909
692,31.668542,120.134909
693,37.371534,97.37123
694,37.371534,97.37123
695,36.957275,100.897018
696,36.957275,100.897018
697,36.623274,101.77038
698,36.623274,101.77038
699,36.013277,103.889595
700,36.013277,103.889595
701,36.585425,109.489636
702,36.585425,109.489636
703,38.979722,117.689722
704,38.979722,117.689722
705,38.275892,109.543635
706,38.275892,109.543635
707,39.568166,113.027211
708,39.568166,113.027211
709,39.489282,115.985432
710,39.489282,115.985432
711,39.916425,116.467173
712,39.916425,116.467173
713,31.062986,109.537859
714,31.062986,109.537859
715,31.014226,110.691128
716,31.014226,110.691128
717,30.707692,111.304013
718,30.707692,111.304013
719,30.443647,111.844081
720,30.443647,111.844081
721,30.569939,114.21897
722,30.569939,114.21897
723,40.792086,111.701788
724,40.792086,111.701788
725,28.208981,112.997012
726,28.208981,112.997012
727,33.000217,117.332841
728,33.000217,117.332841
729,36.864501,110.092301
730,36.864501,110.092301
731,36.790556,118.265556
732,36.790556,118.265556
733,37.562925,121.33984
734,37.562925,121.33984
735,38.156344,112.710967
736,38.156344,112.710967
737,38.164584,113.356683
738,38.164584,113.356683
739,39.162544,111.060378
740,39.162544,111.060378
741,38.455833,111.127222
742,38.455833,111.127222
743,40.162091,116.253452
744,40.162091,116.253452
745,37.685009,120.336403
746,37.685009,120.336403
747,39.009718,121.672707
748,39.009718,121.672707
749,45.454725,126.588596
750,45.454725,126.588596
751,44.148997,125.413616
752,44.148997,125.413616
753,34.758318,113.662127
754,34.758318,113.662127
755,43.96,87.7175
756,43.96,87.7175
757,25.550368,103.709088
758,25.550368,103.709088
759,20.399168,94.962076
760,20.399168,94.962076
761,24.618769,98.748653
762,24.618769,98.748653
763,38.276944,111.670833
764,38.276944,111.670833
765,37.935833,110.989444
766,37.935833,110.989444
767,31.256528,107.752609
768,31.256528,107.752609
769,30.816663,107.7
770,30.816663,107.7
771,37.462613,105.140814
772,37.462613,105.140814
773,30.376665,112.178636
774,30.376665,112.178636
775,30.286357,108.015634
776,30.286357,108.015634
777,37.767413,115.842471
778,37.767413,115.842471
779,37.312964,116.231238
780,37.312964,116.231238
781,36.495221,116.676281
782,36.495221,116.676281
783,38.32418,109.684897
784,38.32418,109.684897
785,35.425808,119.436215
786,35.425808,119.436215
787,37.406265,104.633936
788,37.406265,104.633936
789,27.804489,114.928001
790,27.804489,114.928001
791,31.225176,121.448392
792,31.225176,121.448392
793,23.373772,112.747673
794,23.373772,112.747673
795,44.418311,84.901937
796,44.418311,84.901937
797,44.00443,87.309867
798,44.00443,87.309867
799,44.00443,87.309867
800,44.00443,87.309867
801,42.963705,89.20359
802,42.963705,89.20359
803,42.963705,89.20359
804,42.963705,89.20359
805,34.262417,108.920148
806,34.262417,108.920148
807,34.771284,111.183154
808,34.771284,111.183154
809,28.05569,115.557216
810,28.05569,115.557216
811,23.729858,113.407374
812,23.729858,113.407374
813,34.774901,114.342326
814,34.774901,114.342326
815,34.774901,114.342326
816,34.774901,114.342326
817,33.728294,114.881546
818,33.728294,114.881546
819,33.728294,114.881546
820,33.728294,114.881546
821,39.714976,117.310588
822,39.714976,117.310588
823,39.754061,118.105159
824,39.754061,118.105159
825,30.28899,108.176596
826,30.28899,108.176596
827,30.288883,109.479161
828,30.288883,109.479161
829,30.600029,110.483386
830,30.600029,110.483386
831,30.710431,111.309794
832,30.710431,111.309794
833,30.421029,111.752945
834,30.421029,111.752945
835,30.403803,112.881619
836,30.403803,112.881619
837,30.569939,114.21897
838,30.569939,114.21897
839,30.075165,115.938461
840,30.075165,115.938461
841,30.528356,117.025654
842,30.528356,117.025654
843,30.660812,117.491489
844,30.660812,117.491489
845,30.944217,119.088029
846,30.944217,119.088029
847,30.860896,120.087823
848,30.860896,120.087823
849,31.225176,121.448392
850,31.225176,121.448392
851,34.516669,113.833341
852,34.516669,113.833341
853,34.774901,114.342326
854,34.774901,114.342326
855,44.259239,86.060754
856,44.259239,86.060754
857,42.4053,88.6061
858,42.4053,88.6061
859,38.097086,110.483845
860,38.097086,110.483845
861,37.225672,111.78203
862,37.225672,111.78203
863,40.692448,122.439346
864,40.692448,122.439346
865,41.484579,122.970763
866,41.484579,122.970763
867,34.302552,112.287806
868,34.302552,112.287806
869,33.724926,113.299867
870,33.724926,113.299867
871,32.926811,112.519786
872,32.926811,112.519786
873,32.125122,112.77465
874,32.125122,112.77465
875,35.41,116.586389
876,35.41,116.586389
877,36.331275,117.612003
878,36.331275,117.612003
879,30.881478,114.376125
880,30.881478,114.376125
881,29.384,115.717778
882,29.384,115.717778
883,35.05933,118.342317
884,35.05933,118.342317
885,32.425609,121.295793
886,32.425609,121.295793
887,31.979997,120.894325
888,31.979997,120.894325
889,32.369661,120.575669
890,32.369661,120.575669
891,32.178811,120.05075
892,32.178811,120.05075
893,31.668542,120.134909
894,31.668542,120.134909
895,36.495221,116.676281
896,36.495221,116.676281
897,41.020438,113.097336
898,41.020438,113.097336
899,41.020438,113.097336
900,41.020438,113.097336
901,40.79788,114.886448
902,40.79788,114.886448
903,40.79788,114.886448
904,40.79788,114.886448
905,40.461389,115.970556
906,40.461389,115.970556
907,31.225176,121.448392
908,31.225176,121.448392
909,39.907051,119.232479
910,39.907051,119.232479
911,40.01333,119.532116
912,40.01333,119.532116
913,41.375733,121.781524
914,41.375733,121.781524
915,41.939271,123.009976
916,41.939271,123.009976
917,36.353524,117.956737
918,36.353524,117.956737
919,36.378987,118.624751
920,36.378987,118.624751
921,36.515755,119.163041
922,36.515755,119.163041
923,35.68822,112.174915
924,35.68822,112.174915
925,35.500974,112.835695
926,35.500974,112.835695
927,36.359722,111.18
928,36.359722,111.18
929,36.065782,111.506439
930,36.065782,111.506439
931,37.594806,108.799289
932,37.594806,108.799289
933,29.736564,116.060033
934,29.736564,116.060033
935,28.688322,115.907888
936,28.688322,115.907888
937,27.101494,114.973066
938,27.101494,114.973066
939,26.618111,114.625066
940,26.618111,114.625066
941,26.500417,114.603611
942,26.500417,114.603611
943,25.855186,114.947704
944,25.855186,114.947704
945,37.792352,111.218713
946,37.792352,111.218713
947,38.035226,114.507331
948,38.035226,114.507331
949,38.300832,115.429704
950,38.300832,115.429704
951,39.31667,116.483339
952,39.31667,116.483339
953,38.156344,112.710967
954,38.156344,112.710967
955,38.552558,119.053878
956,38.552558,119.053878
957,38.570644,118.851091
958,38.570644,118.851091
959,38.606795,118.445741
960,38.606795,118.445741
961,38.651719,117.942009
962,38.651719,117.942009
963,40.79788,114.886448
964,40.79788,114.886448
965,39.113506,121.82605
966,39.113506,121.82605
967,41.191162,122.769827
968,41.191162,122.769827
969,27.796472,114.395358
970,27.796472,114.395358
971,27.618276,113.857595
972,27.618276,113.857595
973,31.716202,113.379816
974,31.716202,113.379816
975,29.817833,115.585
976,29.817833,115.585
977,29.817833,115.585
978,29.817833,115.585
979,32.257413,119.087943
980,32.257413,119.087943
981,32.497614,118.402999
982,32.497614,118.402999
983,39.732108,98.502308
984,39.732108,98.502308
985,34.329564,108.709003
986,34.329564,108.709003
987,34.254599,108.948487
988,34.254599,108.948487
989,32.926811,112.519786
990,32.926811,112.519786
991,32.038687,112.1342
992,32.038687,112.1342
993,31.031476,112.192527
994,31.031476,112.192527
995,40.792086,111.701788
996,40.792086,111.701788
997,34.896747,108.945142
998,34.896747,108.945142
999,34.526753,108.842566
1000,34.526753,108.842566
1001,34.254599,108.948487
1002,34.254599,108.948487
1003,39.732108,98.502308
1004,39.732108,98.502308
1005,42.963705,89.20359
1006,42.963705,89.20359
1007,32.257413,119.087943
1008,32.257413,119.087943
1009,35.229722,115.481944
1010,35.229722,115.481944
1011,34.774901,114.342326
1012,34.774901,114.342326
1013,37.575457,108.036741
1014,37.575457,108.036741
1015,36.619896,108.578346
1016,36.619896,108.578346
1017,34.548774,108.949303
1018,34.548774,108.949303
1019,32.498511,119.521671
1020,32.498511,119.521671
1021,28.208981,112.997012
1022,28.208981,112.997012
1023,27.101494,114.973066
1024,27.101494,114.973066
1025,25.855186,114.947704
1026,25.855186,114.947704
1027,25.09487,117.029207
1028,25.09487,117.029207
1029,24.521214,117.675894
1030,24.521214,117.675894
1031,24.89862,118.581497
1032,24.89862,118.581497
1033,26.09679,119.287949
1034,26.09679,119.287949
1035,21.259276,95.460136
1036,21.259276,95.460136
1037,21.700175,96.119676
1038,21.700175,96.119676
1039,22.149821,96.609433
1040,22.149821,96.609433
1041,23.807491,97.639163
1042,23.807491,97.639163
1043,37.152955,112.154591
1044,37.152955,112.154591
1045,36.837359,112.864431
1046,36.837359,112.864431
1047,36.502367,113.386983
1048,36.502367,113.386983
1049,36.208058,114.350879
1050,36.208058,114.350879
1051,36.959312,118.098214
1052,36.959312,118.098214
1053,37.055481,118.585906
1054,37.055481,118.585906
1055,36.390462,120.020932
1056,36.390462,120.020932
1057,23.394797,112.297916
1058,23.394797,112.297916
1059,23.254026,111.297562
1060,23.254026,111.297562
1061,23.107199,109.540285
1062,23.107199,109.540285
1063,31.415197,106.796258
1064,31.415197,106.796258
1065,31.380804,106.139539
1066,31.380804,106.139539
1067,30.998117,104.425775
1068,30.998117,104.425775
1069,30.998117,104.425775
1070,30.998117,104.425775
1071,37.476429,104.497897
1072,37.476429,104.497897
1073,35.76479,106.683223
1074,35.76479,106.683223
1075,34.433653,112.409308
1076,34.433653,112.409308
1077,32.116381,112.808641
1078,32.116381,112.808641
1079,31.175333,112.596624
1080,31.175333,112.596624
1081,31.031794,113.137533
1082,31.031794,113.137533
1083,30.403378,112.896424
1084,30.403378,112.896424
1085,29.814089,112.912662
1086,29.814089,112.912662
1087,29.358118,113.121744
1088,29.358118,113.121744
1089,28.221545,112.955129
1090,28.221545,112.955129
1091,27.824278,113.140596
1092,27.824278,113.140596
1093,26.880532,112.573832
1094,26.880532,112.573832
1095,25.770332,113.008365
1096,25.770332,113.008365
1097,24.802803,113.607137
1098,24.802803,113.607137
1099,31.563563,107.100469
1100,31.563563,107.100469
1101,32.322277,105.96273
1102,32.322277,105.96273
1103,31.148859,104.376079
1104,31.148859,104.376079
1105,27.815619,114.416775
1106,27.815619,114.416775
1107,27.817819,114.917411
1108,27.817819,114.917411
1109,28.028281,115.544033
1110,28.028281,115.544033
1111,27.949217,116.358183
1112,27.949217,116.358183
1113,27.949217,116.358183
1114,27.949217,116.358183
1115,28.260189,117.069203
1116,28.260189,117.069203
1117,28.260189,117.069203
1118,28.260189,117.069203
1119,28.454864,117.943433
1120,28.454864,117.943433
1121,28.454864,117.943433
1122,28.454864,117.943433
1123,28.737222,118.626975
1124,28.737222,118.626975
1125,28.737222,118.626975
1126,28.737222,118.626975
1127,27.569678,116.637039
1128,27.569678,116.637039
1129,27.569678,116.637039
1130,27.569678,116.637039
1131,27.282333,116.907681
1132,27.282333,116.907681
1133,27.282333,116.907681
1134,27.282333,116.907681
1135,27.340328,117.492533
1136,27.340328,117.492533
1137,27.340328,117.492533
1138,27.340328,117.492533
1139,26.900258,117.175739
1140,26.900258,117.175739
1141,26.900258,117.175739
1142,26.900258,117.175739
1143,26.728953,117.471372
1144,26.728953,117.471372
1145,26.728953,117.471372
1146,26.728953,117.471372
1147,26.391969,117.815489
1148,26.391969,117.815489
1149,26.391969,117.815489
1150,26.391969,117.815489
1151,26.641679,118.177711
1152,26.641679,118.177711
1153,26.641679,118.177711
